REPORTING YEAR,INSTITUTION OR ORGANIZATION,TYPE OF INSTITUTION OR ORGANIZATION,CITY,STATE,CREDIT CARD ISSUER,STATUS,IN EFFECT AS OF BEGINNING OF NEXT YEAR,TOTAL OPEN ACCOUNTS AS OF END OF REPORTING YEAR,PAYMENTS BY ISSUER,NEW ACCOUNTS OPENED IN REPORTING YEAR
2013,Asociacion Alumni CAAM,Alumni Association,Mayaguez,PR,"FIA Card Services, N.A.",Same,Yes,4278,57343.22,-
2013,Appalachian State University Foundation Inc,Foundation,Boone,NC,"FIA Card Services, N.A.",Same,Yes,1110,55000,2
2013,Alumnae Association of Smith College,Alumni Association,Northampton,MA,"FIA Card Services, N.A.",Amended,Yes,2393,52899.47,7
2013,UB Alumni AssociationInc,Alumni Association,Buffalo,NY,"FIA Card Services, N.A.",Same,Yes,1774,52668.07,196
2013,Phi Kappa Phi,Other,Baton Rouge,LA,"FIA Card Services, N.A.",Same,No,5534,52488.34,7
2013,Binghamton University Alumni Association,Alumni Association,Binghamton,NY,Capital One,Same,Yes,122,52151.09,108
2013,University of Rhode Island Alumni Association,Alumni Association,Kingston,RI,Capital One,Same,Yes,131,52122.66,134
2013,University of Houston Alumni Association,Alumni Association,Houston,TX,"FIA Card Services, N.A.",Amended,Yes,994,50242.89,352
2013,San Francisco State University,Foundation,San Francisco,CA,Discover Bank,New,Yes,146,50000,146
2013,"California State University, Fullerton",Alumni Association,Fullerton,CA,Discover Bank,New,Yes,133,50000,133
2013,Michigan Technological University,University,Houghton,MI,"FIA Card Services, N.A.",Same,Yes,1758,50000,13
2013,University of Vermont-Burlington,Foundation,Burlington,VT,Discover Bank,New,Yes,4,50000,4
2013,California Aggie Alumni Association,Alumni Association,Davis,CA,"FIA Card Services, N.A.",Same,Yes,313,50000,3
2013,Saint Louis University,University,St. Louis,MO,"FIA Card Services, N.A.",Same,Yes,2520,48416.73,-
2013,Emory University,University,Atlanta,GA,"FIA Card Services, N.A.",Same,Yes,2218,40690.41,8
2013,American Occupational Therapy Association,Other,Bethesda,MD,"FIA Card Services, N.A.",Same,No,3131,40224.96,3
2013,Western Michigan University ,Alumni Association,Kalamazoo,MI,Discover Bank,New,Yes,122,40000,124
2013,Brandeis University,University,Waltham,MA,"FIA Card Services, N.A.",Same,Yes,1330,40000,5
2013,University of Wisconsin Whitewater Foundation ,Foundation,Whitewater,WI,"FIA Card Services, N.A.",Same,Yes,1335,40000,1
2013,Asociacion de Exalumnos de la Universidad de Puerto Rico Recinto de Rio Piedras,Alumni Association,San Juan,PR,"FIA Card Services, N.A.",Same,Yes,3047,36593.64,4
2013,University of North Dakota Alumni Association,Alumni Association,Grand Forks,ND,U.S. Bank National Association ND,Amended,Yes,1736,36589.26,94
2013,New Mexico State University Alumni Association,Alumni Association,Las Cruces,NM,"FIA Card Services, N.A.",Same,Yes,2239,34975.56,4
2013,Beta Gamma Sigma Inc,Other,Saint Louis,MO,"FIA Card Services, N.A.",Same,No,1725,33929.74,16
2013,American Counseling Association,Other,Alexandria,VA,"FIA Card Services, N.A.",Same,Yes,2187,31963.41,134
2013,Missouri State University Foundation,Foundation,Springfield,MO,"FIA Card Services, N.A.",Same,Yes,2423,30289.37,116
2013,University of North Carolina Greensboro Alumni Association,Alumni Association,Greensboro,NC,"FIA Card Services, N.A.",Same,Yes,1876,29492.58,-
2013,Institute of Industrial Engineers,Other,Norcross,GA,"FIA Card Services, N.A.",Same,Yes,1263,28234.91,-
2013,Saint Cloud State University Alumni Association,Alumni Association,Saint Cloud,MN,"FIA Card Services, N.A.",Same,Yes,1438,27831,2
2013,Baylor University Alumni Association,Alumni Association,Waco,TX,U.S. Bank National Association ND,Same,Yes,1793,27241.11,36
2013,University of Utah Alumni Association,Alumni Association,Salt Lake City,UT,Capital One,Same,Yes,237,26600,66
2013,University of Maine Alumni Association,Alumni Association,Orono,ME,University Credit Union,Same,Yes,106,26027.96,106
2013,Oakland University,University,Oakland,MI,Michigan State University Federal Credit Union,Same,Yes,526,25000,163
2013,James Madison University Alumni Association,Alumni Association,Harrisonburg,VA,Capital One,Same,Yes,29,25000,29
2013,Alpha Omicron Pi Fraternity Inc,Other,Brentwood,TN,"FIA Card Services, N.A.",Same,Yes,1840,24935.13,41
2013,Texas State Alumni Association,Alumni Association,San Marcos,TX,"FIA Card Services, N.A.",Same,Yes,1906,24881.13,9
2013,State University of Iowa Alumni Association,Alumni Association,Iowa City,IA,"FIA Card Services, N.A.",Amended,Yes,12701,24669.45,497
2013,University of Northern Iowa Alumni Association,Alumni Association,Cedar Falls,IA,"FIA Card Services, N.A.",Same,Yes,3218,24298,2
2013,Texas Aggie Corps of Cadets Association,Alumni Association,College Station,TX,USAA Savings Bank,Same,Yes,729,24138.42,109
2013,University of New Mexico Alumni Association,Alumni Association,Albuquerque,NM,"FIA Card Services, N.A.",Same,Yes,2123,23302.37,119
2013,Howard University Department of Alumni Relations,Alumni Association,Washington,DC,"FIA Card Services, N.A.",Same,Yes,963,23223.6,7
2013,American College of Osteopathic Family Physicians,Other,Arlington Heights,IL,"FIA Card Services, N.A.",Same,Yes,792,22014.82,1
2013,Loyola University New Orleans,University,New Orleans,LA,"FIA Card Services, N.A.",Same,Yes,1095,21880.87,-
2013,The Catholic University of America,University,Washington,DC,"FIA Card Services, N.A.",Same,Yes,1006,21289.59,4
2013,LaSalle University Alumni Association,Alumni Association,Philadelphia,PA,"FIA Card Services, N.A.",Same,Yes,1341,20883.76,10
2013,Indiana State University,University,Terre Haute,IN,"FIA Card Services, N.A.",Same,Yes,1803,20188.36,1
2013,Ball State University Alumni Association,Alumni Association,Muncie,IN,"INTRUST Bank, N.A.",SAME,YES,429,18841.86,52
2013,Butler Community College Foundation,Foundation,El Dorado,KS,"INTRUST Bank, N.A.",SAME,YES,464,17900,28
2013,Alpha Chi National College Honor Scholarship Society,Other,Searcy,AR,"FIA Card Services, N.A.",Same,No,1175,17664.32,13
2013,The College of the Holy Cross General Alumni Association,Alumni Association,Worcester,MA,"FIA Card Services, N.A.",Same,Yes,1713,17429.55,11
2013,American Institute of Aeronautics and Astronautics Inc,Other,Reston,VA,"FIA Card Services, N.A.",Amended,Yes,858,17370.82,-
2013,Shippensburg University Foundation Inc,Foundation,Shippensburg,PA,"FIA Card Services, N.A.",Same,Yes,1257,17286.65,-
2013,Western Washington University Alumni Association,Alumni Association,Bellingham,WA,"FIA Card Services, N.A.",Same,Yes,1065,17154.69,4
2013,Sigma Chi,Other,Evanston,IL,U.S. Bank National Association ND,Same,Yes,1120,17062.46,100
2013,SIUE Alumni Association,Alumni Association,Edwardsville,IL,"FIA Card Services, N.A.",Same,Yes,753,16685.82,-
2013,Sigma Xi The Scientific Research Society,Other,RTP,NC,"FIA Card Services, N.A.",Same,No,653,16183.59,7
2013,Omicron Delta Kappa,Other,Lexington,VA,"FIA Card Services, N.A.",Amended,Yes,1086,16182.29,-
2013,College of Charleston Alumni Association,Alumni Association,Charleston,SC,"FIA Card Services, N.A.",Same,Yes,882,15704.34,3
2013,Manhattan College,University,Riverdale,NY,"FIA Card Services, N.A.",Same,No,842,15377.12,3
2013,Georgia Tech Alumni Association,Alumni Association,Atlanta,GA,Capital One,Same,Yes,982,15113.54,192
2013,Western Illinois University Alumni Association,Alumni Association,Macomb,IL,"INTRUST Bank, N.A.",SAME,YES,441,15108,70
2013,Fort Hays State University Alumni Association,Alumni Association,Hays,KS,"INTRUST Bank, N.A.",SAME,YES,797,15087,36
2013,Wake Forest University,University,Winston-Salem,NC,"FIA Card Services, N.A.",Amended,Yes,2459,15039.08,59
2013,Emporia State University Alumni Association,Alumni Association,Emporia,KS,"INTRUST Bank, N.A.",SAME,YES,926,15000,30
2013,Rowan University Alumni Association_Rowan University Foundation,Alumni Association,Glassboro,NJ,"FIA Card Services, N.A.",Same,Yes,1244,14701.26,6
2013,Alpha Delta Kappa,University,Kansas City,MO,UMB Bank,New,YES,773,14638.69,5
2013,Valdosta State University Alumni Association,Alumni Association,Valdosta,GA,"FIA Card Services, N.A.",Same,No,1219,14243.59,-
2013,NCPA Foundation,Foundation,Alexandria,VA,"FIA Card Services, N.A.",Same,No,483,13830.74,-
2013,Oswego Alumni Association,Alumni Association,Oswego,NY,"FIA Card Services, N.A.",Same,Yes,1115,13115.73,-
2013,Delta Delta Delta,Other,Arlington,TX,U.S. Bank National Association ND,Same,Yes,913,12939.36,81
2013,Massachusetts Medical Society,Other,Waltham,MA,"FIA Card Services, N.A.",Amended,No,755,12841.98,-
2013,University of Texas Pan American Alumni AssociationInc,Alumni Association,Edinburg,TX,"FIA Card Services, N.A.",Same,No,1186,12579.48,1
2013,Northern Arizona University Alumni Association,Alumni Association,Flagstaff,AZ,Capital One,Same,Yes,464,12001.33,181
2013,Alpha Gamma Delta,Other,Indianapolis,IN,"FIA Card Services, N.A.",Same,No,978,11753.45,3
2013,Salisbury University Foundation Inc,Foundation,Salisbury,MD,"FIA Card Services, N.A.",Same,No,664,11601.83,-
2013,Bethel College Alumni Association,Alumni Association,North Newton,KS,"INTRUST Bank, N.A.",SAME,YES,562,11461,11
2013,Northeastern University,University,Boston,MA,"FIA Card Services, N.A.",Same,Yes,3725,11189.68,826
2013,Colorado School of Mines Alumni Association,Alumni Association,Golden,CO,"FIA Card Services, N.A.",Same,No,434,11070.67,2
2013,University of Wyoming Alumni Association,Alumni Association,Laramie,WY,Capital One,Same,Yes,411,10707.33,143
2013,American Society of Interior Designers Inc,Other,Washington,DC,"FIA Card Services, N.A.",Same,No,1589,10631.84,3
2013,Washburn University ,University,Topeka,KS,"INTRUST Bank, N.A.",SAME,YES,478,10514,15
2013,"Pittsburg State Univesity Alumni Association, Inc. ",Alumni Association,Pittsburg,KS,"INTRUST Bank, N.A.",NEW,YES,406,10000,-
2013,University of Montana Alumni Association,Alumni Association,Missoula,MT,Capital One,Same,Yes,166,10000,135
2013,U.S. Coast Guard Academy Alumni Association,Alumni Association,New London,CT,USAA Savings Bank,Same,Yes,248,10000,118
2013,U.S. Merchant Marine Academy Alumni Association,Alumni Association,Kings Point,NY,USAA Savings Bank,New,Yes,97,10000,102
2013,Southern Methodist University,"Alumni Association, University",Dallas,TX,Commerce Bank,New,Yes,89,10000,89
2013,Wellesley College Alumnae Association,Alumni Association,Wellesley,MA,Capital One,Same,Yes,276,10000,75
2013,International Chiropractors Association,Other,Arlington,VA,"FIA Card Services, N.A.",Same,No,706,9974.6,-
2013,Arkansas State University Alumni Association,Alumni Association,Jonesboro,AR,Capital One,Same,Yes,219,9800.25,91
2013,University of Central Oklahoma Alumni Association,Alumni Association,Edmond,OK,"FIA Card Services, N.A.",Same,No,720,9731.54,-
2013,University of Mary Washington Alumni Associationand University of Mary Washington Foundation ,Alumni Association,Fredricksburg,VA,"FIA Card Services, N.A.",Same,Yes,553,9709.97,-
2013,Stetson University,University,Deland,FL,"FIA Card Services, N.A.",Same,No,709,8973.03,-
2013,Edinboro University of Pennsylvania Alumni Association,Alumni Association,Edinboro,PA,"FIA Card Services, N.A.",Same,Yes,1004,8687.21,-
2013,Liberty University,University,Lynchburg,VA,U.S. Bank National Association ND,Terminated,No,1095,8503.48,77
2013,Rensselaer Polytechnic Institute Alumni Association,Alumni Association,Troy,NY,U.S. Bank National Association ND,Same,Yes,792,8085.17,58
2013,Rollins College Alumni Association,Alumni Association,Winter Park,FL,"FIA Card Services, N.A.",Same,No,492,8006.57,-
2013,Sigma Alpha Iota International Music Fraternity,Other,Asheville,NC,"FIA Card Services, N.A.",Same,Yes,561,7885.15,9
2013,Southeast Missouri State University,University,Cape Girardeau,MO,"FIA Card Services, N.A.",Same,No,1040,7776.64,-
2013,Grand Valley State University,University,Allendale,MI,"FIA Card Services, N.A.",Amended,No,747,7264,2
2013,Berklee College of Music,University,Boston,MA,"FIA Card Services, N.A.",Same,No,522,7236.98,-
2013,Otterbein College,University,Westerville,OH,"FIA Card Services, N.A.",Same,No,403,6992.07,-
2013,Chapman University,University,Orange,CA,"FIA Card Services, N.A.",Same,No,949,6927.31,-
2013,Foundation Chapter of Theta Chi Fraternity Inc,Foundation,Indianapolis,IN,"FIA Card Services, N.A.",Same,No,417,6846.54,-
2013,Angelo State University Ex Students Association,Alumni Association,San Angelo,TX,"FIA Card Services, N.A.",Same,No,475,6780.39,-
2013,California State University Northridge Alumni Association,Alumni Association,Northridge,CA,Capital One,Same,Yes,720,6723.12,232
2013,Delta Zeta Sorority,Other,Oxford,OH,"FIA Card Services, N.A.",Amended,No,1369,6699.03,1
2013,Phi Delta Kappa International,Other,Bloomington,IN,"FIA Card Services, N.A.",Same,Yes,691,6338.1,-
2013,Central Washington University Alumni Association,Alumni Association,Ellensburg,WA,"FIA Card Services, N.A.",Same,No,641,6239.43,-
2013,National Louis University,University,Evanston,IL,"FIA Card Services, N.A.",Same,No,543,6101.87,-
2013,The State University of West Georgia Foundation Inc,Foundation,Carrollton,GA,"FIA Card Services, N.A.",Same,Yes,443,6022.37,1
2013,Mount Saint Marys College Maryland,University,Emmitsburg,MD,"FIA Card Services, N.A.",Same,No,456,5679.58,-
2013,Delta State University ,University,Cleveland,MS,"FIA Card Services, N.A.",Same,No,565,5676.09,-
2013,College of Staten Island Alumni Association,Alumni Association,Staten Island,NY,"FIA Card Services, N.A.",Same,Yes,378,5512.54,-
2013,Westminster College New Wilmington,University,New Wilmington,PA,"FIA Card Services, N.A.",Same,No,543,5488.4,-
2013,Jacksonville State University Alumni Association,Alumni Association,Jacksonville,AL,U.S. Bank National Association ND,Same,Yes,557,5399.68,45
2013,American Library Association,Other,Chicago,IL,"FIA Card Services, N.A.",Same,No,820,5378.26,-
2013,The College of New Jersey Alumni Association,Alumni Association,Ewing,NJ,U.S. Bank National Association ND,Same,Yes,694,5172.6,41
2013,FFA Alumni Association,Alumni Association,Alexandria,VA,"FIA Card Services, N.A.",Same,Yes,332,5152.46,-
2013,Stonehill College Inc,University,Easton,MA,"FIA Card Services, N.A.",Same,No,311,5108.57,-
2013,University of Southern California,University,Los Angeles,CA,"FIA Card Services, N.A.",Same,Yes,18428,5100,1658
2013,UC Santa Barbara Alumni Association,Alumni Association,Santa Barbara,CA,Capital One,Same,Yes,413,5000,68
2013,University of Nebraska Omaha Alumni Association,Alumni Association,Omaha,NE,Capital One,Same,Yes,106,5000,6
2013,The Principia,University,St. Louis,MO,UMB Bank,Same,YES,215,4992.24,9
2013,Tennessee State University Alumni Association,Alumni Association,Nashville,TN,"FIA Card Services, N.A.",Same,No,291,4901.65,-
2013,Northeastern State University Foundation Inc,Foundation,Tahlequah,OK,"FIA Card Services, N.A.",Same,No,381,4873.19,-
2013,Eastern Washington University Alumni Association,Alumni Association,Cheney,WA,"FIA Card Services, N.A.",Same,No,687,4843.47,-
2013,College of Notre Dame of Maryland,University,Baltimore,MD,"FIA Card Services, N.A.",Same,No,314,4657.9,-
2013,Longwood University Alumni Association,Alumni Association,Farmville,VA,"FIA Card Services, N.A.",Same,No,349,4636.72,-
2013,Elizabethtown College,University,Elizabethtown,PA,"FIA Card Services, N.A.",Same,Yes,380,4600.76,-
2013,Phi Sigma Sigma Foundation,Foundation,Elkridge,MD,"FIA Card Services, N.A.",Same,Yes,435,4577.99,-
2013,Society of Nuclear Medicine,Other,New York,NY,"FIA Card Services, N.A.",Same,No,574,4445.32,-
2013,Niagara University,University,Niagara,NY,"FIA Card Services, N.A.",Same,No,393,4336.47,-
2013,Wayland Baptist University,University,Plainview,TX,"FIA Card Services, N.A.",Same,No,328,4312.98,-
2013,Millersville University Alumni Association,Alumni Association,Millersville,PA,Pennsylvania State Employees Credit Union,Same,Yes,213,4150,83
2013,GIA Alumni Association,Alumni Association,Santa Monica,CA,"FIA Card Services, N.A.",Same,No,983,4111.13,-
2013,Old Dominion University Alumni Association,Alumni Association,Norfolk,VA,Capital One,Same,Yes,275,3970.21,38
2013,"THE UNITED STATES NAVAL ACADEMY ALUMNI ASSOCIATION, INC.",Alumni Association,Annapolis,MD,Chase Bank,Amended,No,0,3960,76
2013,Sigma Beta Delta,Other,St. Louis,MO,"FIA Card Services, N.A.",Same,Yes,289,3905.52,7
2013,University of Baltimore Alumni Association,Alumni Association,Baltimore,MD,"FIA Card Services, N.A.",Same,No,370,3877.44,-
2013,Henderson State University,University,Arkadelphia,AR,"FIA Card Services, N.A.",Same,No,308,3827.86,1
2013,Webster University Alumni Association,Alumni Association,St. Louis,MO,"FIA Card Services, N.A.",Same,No,600,3721.9,-
2013,Northwestern State University Alumni Association,Alumni Association,Natchitoches,LA,"FIA Card Services, N.A.",Same,No,349,3671.85,-
2013,Bryant College,University,Smithfield,RI,"FIA Card Services, N.A.",Same,No,386,3548.52,-
2013,Wright State University Alumni Association,Alumni Association,Fairborn,OH,Wright-Patt Credit Union,Same,Yes,307,3218,236
2013,Association of Information Technology Professionals,Other,Park Ridge,IL,"FIA Card Services, N.A.",Same,No,485,3210.95,-
2013,Duke University Alumni Association,Alumni Association,Durham,NC,Capital One,Same,Yes,550,3149,99
2013,American Nuclear Society,Other,La Grange Park,IL,"FIA Card Services, N.A.",Same,No,355,3109.68,-
2013,Buffalo State Alumni Association,Alumni Association,Buffalo,NY,"FIA Card Services, N.A.",Same,No,395,3103.48,-
